Step,Body,PosX,PosY,VelX,VelY
1257000,3,-3.18375,4.12254,-10.3337,-7.96635
1257000,4,-18.9599,3.2962,-1.16461,-6.69098
1258000,0,0,0,0,0
1258000,1,-0.0894271,-0.710396,34.9212,-4.53332
1258000,2,0.818258,-0.572398,17.0959,24.4327
1258000,3,-3.25237,4.06871,-10.1986,-8.13825
1258000,4,-18.9677,3.25146,-1.1488,-6.69371
1259000,0,0,0,0,0
1259000,1,0.144612,-0.702185,34.4733,6.96034
1259000,2,0.915543,-0.398801,11.9152,27.3348
1259000,3,-3.32009,4.01374,-10.0607,-8.30787
1259000,4,-18.9753,3.20671,-1.13299,-6.69639
1260000,0,0,0,0,0
1260000,1,0.363246,-0.619096,30.3579,17.6706
1260000,2,0.976499,-0.20938,6.26262,29.1518
1260000,3,-3.38687,3.95765,-9.91995,-8.47514
1260000,4,-18.9828,3.16194,-1.11717,-6.69904
1261000,0,0,0,0,0
1261000,1,0.543296,-0.47022,23.0356,26.4707
1261000,2,0.998716,-0.011652,0.362891,29.8121
1261000,3,-3.4527,3.90044,-9.77643,-8.64003
1261000,4,-18.9902,3.11715,-1.10134,-6.70165
1262000,0,0,0,0,0
1262000,1,0.665801,-0.271523,13.2947,32.4474
1262000,2,0.981323,0.186539,-5.54947,29.29
1262000,3,-3.51756,3.84215,-9.63018,-8.8025
1262000,4,-18.9975,3.07234,-1.08551,-6.70423
1263000,0,0,0,0,0
1263000,1,0.717927,-0.0441172,2.16444,34.9868
1263000,2,0.925021,0.377336,-11.2398,27.6071
1263000,3,-3.58144,3.78277,-9.48123,-8.96248
1263000,4,-19.0047,3.02752,-1.06967,-6.70676
1264000,0,0,0,0,0
1264000,1,0.694236,0.187951,-9.19002,33.8304
1264000,2,0.832057,0.553179,-16.4824,24.8308
1264000,3,-3.64431,3.72233,-9.32962,-9.11995
1264000,4,-19.0118,2.98268,-1.05383,-6.70926
1265000,0,0,0,0,0
1265000,1,0.597216,0.400165,-19.5824,29.0976
1265000,2,0.706129,0.707107,-21.07,21.0723
1265000,3,-3.70616,3.66085,-9.17541,-9.27485
1265000,4,-19.0188,2.93782,-1.03798,-6.71173
1266000,0,0,0,0,0
1266000,1,0.43703,0.570046,-27.9212,21.2744
1266000,2,0.552238,0.833036,-24.8215,16.4811
1266000,3,-3.76697,3.59834,-9.01863,-9.42714
1266000,4,-19.0257,2.89295,-1.02212,-6.71415
1267000,0,0,0,0,0
1267000,1,0.230514,0.67948,-33.3186,11.1698
1267000,2,0.376486,0.925992,-27.5891,11.2397
1267000,3,-3.82673,3.53482,-8.85932,-9.57679
1267000,4,-19.0325,2.84806,-1.00626,-6.71654
1268000,0,0,0,0,0
1268000,1,-0.000508721,0.716634,-35.1841,-0.159945
1268000,2,0.185837,0.982312,-29.2643,5.55595
1268000,3,-3.88541,3.47032,-8.69754,-9.72374
1268000,4,-19.0392,2.80316,-0.990394,-6.71889
1269000,0,0,0,0,0
1269000,1,-0.231462,0.677285,-33.2934,-11.5143
1269000,2,-0.0121646,0.999784,-29.7817,-0.345266
1269000,3,-3.943,3.40483,-8.53332,-9.86797
1269000,4,-19.0457,2.75824,-0.974521,-6.7212
1270000,0,0,0,0,0
1270000,1,-0.437601,0.565372,-27.8227,-21.6729
1270000,2,-0.209687,0.977731,-29.1217,-6.23079
1270000,3,-3.99948,3.3384,-8.36671,-10.0094
1270000,4,-19.0522,2.7133,-0.958642,-6.72348
1271000,0,0,0,0,0
1271000,1,-0.596688,0.39269,-19.3406,-29.5286
1271000,2,-0.398925,0.917038,-27.3111,-11.8684
1271000,3,-4.05485,3.27103,-8.19777,-10.1481
1271000,4,-19.0585,2.66835,-0.942758,-6.72572
1272000,0,0,0,0,0
1272000,1,-0.691459,0.177691,-8.75415,-34.2155
1272000,2,-0.572403,0.820112,-24.422,-17.0358
1272000,3,-4.10907,3.20274,-8.02653,-10.2838
1272000,4,-19.0648,2.62339,-0.926868,-6.72792
1273000,0,0,0,0,0
1273000,1,-0.711583,-0.0564842,2.78848,-35.2123
1273000,2,-0.723271,0.69079,-20.5686,-21.5295
1273000,3,-4.16215,3.13355,-7.85305,-10.4167
1273000,4,-19.0709,2.57841,-0.910973,-6.73008
1274000,0,0,0,0,0
1274000,1,-0.654858,-0.284559,14.028,-32.4072
1274000,2,-0.845573,0.534183,-15.9031,-25.1724
1274000,3,-4.21406,3.06348,-7.67737,-10.5467
1274000,4,-19.077,2.53341,-0.895073,-6.73221
1275000,0,0,0,0,0
1275000,1,-0.527461,-0.481929,23.7397,-26.1116
1275000,2,-0.934479,0.356479,-10.6096,-27.821
1275000,3,-4.26478,2.99255,-7.49954,-10.6737
1275000,4,-19.0829,2.4884,-0.879168,-6.7343
1276000,0,0,0,0,0
1276000,1,-0.343245,-0.627396,30.8749,-17.0221
1276000,2,-0.986477,0.164697,-4.89664,-29.3708
1276000,3,-4.31431,2.92079,-7.31962,-10.7977
1276000,4,-19.0887,2.44338,-0.863257,-6.73635
1277000,0,0,0,0,0
1277000,1,-0.12215,-0.70548,34.677,-6.13581
1277000,2,-0.999509,-0.0335906,1.01055,-29.7606
1277000,3,-4.36263,2.84821,-7.13765,-10.9187
1277000,4,-19.0944,2.39835,-0.847342,-6.73836
1278000,0,0,0,0,0
1278000,1,0.112035,-0.708047,34.7603,5.36772
1278000,2,-0.973053,-0.230549,6.87904,-28.9745
1278000,3,-4.40973,2.77482,-6.95369,-11.0367
1278000,4,-19.1,2.3533,-0.831422,-6.74034
1279000,0,0,0,0,0
1279000,1,0.334283,-0.63509,31.1423,16.2588
1279000,2,-0.908146,-0.418395,12.4773,-27.0431
1279000,3,-4.45559,2.70066,-6.76778,-11.1515
1279000,4,-19.1055,2.30823,-0.815497,-6.74228
1280000,0,0,0,0,0
1280000,1,0.521011,-0.49462,24.2306,25.3895
1280000,2,-0.807341,-0.589701,17.584,-24.0418
1280000,3,-4.50021,2.62575,-6.57998,-11.2632
1280000,4,-19.1109,2.26316,-0.799568,-6.74418
1281000,0,0,0,0,0
1281000,1,0.652526,-0.30172,14.771,31.8094
1281000,2,-0.674613,-0.737686,21.9972,-20.0886
1281000,3,-4.54356,2.55009,-6.39034,-11.3717
1281000,4,-19.1162,2.21807,-0.783633,-6.74605
1282000,0,0,0,0,0
1282000,1,0.715027,-0.0769014,3.76469,34.8569
1282000,2,-0.515199,-0.856488,25.5418,-15.3389
1282000,3,-4.58563,2.47373,-6.19891,-11.477
1282000,4,-19.1214,2.17297,-0.767695,-6.74787
1283000,0,0,0,0,0
1283000,1,0.701977,0.156045,-7.63471,34.2203
1283000,2,-0.335397,-0.941392,28.0769,-9.97995
1283000,3,-4.62643,2.39667,-6.00575,-11.5792
1283000,4,-19.1265,2.12786,-0.751752,-6.74966
1284000,0,0,0,0,0
1284000,1,0.614744,0.372498,-18.2353,29.9648
1284000,2,-0.142317,-0.989023,29.5012,-4.22349
1284000,3,-4.66592,2.31893,-5.81091,-11.678
1284000,4,-19.1315,2.08274,-0.735805,-6.75141
1285000,0,0,0,0,0
1285000,1,0.462466,0.549529,-26.9235,22.5275
1285000,2,0.0563985,-0.997477,29.7574,1.70274
1285000,3,-4.70411,2.24055,-5.61445,-11.7736
1285000,4,-19.1363,2.0376,-0.719853,-6.75313
1286000,0,0,0,0,0
1286000,1,0.261146,0.668271,-32.7756,12.6771
1286000,2,0.252878,-0.966404,28.8342,7.56385
1286000,3,-4.74098,2.16154,-5.41642,-11.8659
1286000,4,-19.1411,1.99245,-0.703897,-6.7548
1287000,0,0,0,0,0
1287000,1,0.0320555,0.715914,-35.1543,1.44303
1287000,2,0.439331,-0.89702,26.7674,13.1272
1287000,3,-4.77652,2.08192,-5.21688,-11.9549
1287000,4,-19.1457,1.9473,-0.687938,-6.75644
1288000,0,0,0,0,0
1288000,1,-0.200443,0.687127,-33.7817,-9.98547
1288000,2,0.608361,-0.792065,23.6384,18.1716
1288000,3,-4.81072,2.00172,-5.01587,-12.0405
1288000,4,-19.1503,1.90213,-0.671974,-6.75804
1289000,0,0,0,0,0
1289000,1,-0.411454,0.584726,-28.7792,-20.3816
1289000,2,0.753258,-0.65569,19.5708,22.4964
1289000,3,-4.84357,1.92096,-4.81347,-12.1228
1289000,4,-19.1547,1.85695,-0.656007,-6.75961
1290000,0,0,0,0,0
1290000,1,-0.578231,0.419483,-20.6645,-28.6143
1290000,2,0.868269,-0.493301,14.7261,25.9293
1290000,3,-4.87507,1.83966,-4.60972,-12.2016
1290000,4,-19.1591,1.81176,-0.640036,-6.76114
1291000,0,0,0,0,0
1291000,1,-0.682694,0.209045,-10.3042,-33.778
1291000,2,0.948826,-0.311337,9.29644,28.3336
1291000,3,-4.9052,1.75784,-4.40468,-12.277
1291000,4,-19.1633,1.76656,-0.624061,-6.76262
1292000,0,0,0,0,0
1292000,1,-0.713476,-0.0239506,1.17904,-35.3002
1292000,2,0.99173,-0.117019,3.49787,29.6135
1292000,3,-4.93395,1.67553,-4.19841,-12.349
1292000,4,-19.1674,1.72135,-0.608083,-6.76408
1293000,0,0,0,0,0
1293000,1,-0.667221,-0.25436,12.5332,-33.0116
1293000,2,0.99528,0.0819437,-2.43909,29.7184
1293000,3,-4.96132,1.59276,-3.99097,-12.4175
1293000,4,-19.1714,1.67613,-0.592101,-6.76549
1294000,0,0,0,0,0
1294000,1,-0.548976,-0.45733,22.5213,-27.1673
1294000,2,0.95934,0.277655,-8.27838,28.6442
1294000,3,-4.9873,1.50953,-3.78242,-12.4826
1294000,4,-19.1753,1.6309,-0.576115,-6.76687
1295000,0,0,0,0,0
1295000,1,-0.371604,-0.611055,30.064,-18.4146
1295000,2,0.885342,0.462353,-13.788,26.4341
1295000,3,-5.01189,1.42589,-3.5728,-12.5441
1295000,4,-19.1791,1.58566,-0.560127,-6.7682
1296000,0,0,0,0,0
1296000,1,-0.154312,-0.699159,34.36,-7.71416
1296000,2,0.776232,0.628715,-18.7493,23.1765
1296000,3,-5.03506,1.34184,-3.36219,-12.6021
1296000,4,-19.1828,1.54042,-0.544135,-6.76951
1297000,0,0,0,0,0
1297000,1,0.079511,-0.712426,34.9697,3.77341
1297000,2,0.636345,0.770152,-22.9656,19.0013
1297000,3,-5.05683,1.25742,-3.15064,-12.6566
1297000,4,-19.1864,1.49516,-0.528141,-6.77077
1298000,0,0,0,0,0
1298000,1,0.304867,-0.649702,31.8538,14.819
1298000,2,0.471239,0.881067,-26.2703,14.0748
1298000,3,-5.07718,1.17264,-2.93821,-12.7075
1298000,4,-19.1899,1.4499,-0.512143,-6.772
1299000,0,0,0,0,0
1299000,1,0.497826,-0.517907,25.3665,24.2569
1299000,2,0.287462,0.957079,-28.5332,8.59303
1299000,3,-5.09611,1.08754,-2.72496,-12.7549
1299000,4,-19.1932,1.40463,-0.496142,-6.77318
1300000,0,0,0,0,0
1300000,1,0.638022,-0.331207,16.2094,31.1031
1300000,2,0.0923012,0.995193,-29.6655,2.77343
1300000,3,-5.11361,1.00213,-2.51095,-12.7987
1300000,4,-19.1965,1.35935,-0.480139,-6.77433
1301000,0,0,0,0,0
1301000,1,0.710729,-0.109465,5.35257,34.6507
1301000,2,-0.106515,0.993917,-29.6234,-3.15339
1301000,3,-5.12968,0.916439,-2.29624,-12.8389
1301000,4,-19.1997,1.31406,-0.464133,-6.77545
1302000,0,0,0,0,0
1302000,1,0.708326,0.123847,-6.06531,34.5349
1302000,2,-0.301119,0.953319,-28.4096,-8.95299
1302000,3,-5.14431,0.830493,-2.08088,-12.8756
1302000,4,-19.2027,1.26877,-0.448124,-6.77652
1303000,0,0,0,0,0
1303000,1,0.631057,0.344066,-16.8501,30.7669
1303000,2,-0.483817,0.87502,-26.073,-14.3963
1303000,3,-5.1575,0.744314,-1.86495,-12.9086
1303000,4,-19.2057,1.22347,-0.432112,-6.77756
1304000,0,0,0,0,0
1304000,1,0.487006,0.527866,-25.869,23.7326
1304000,2,-0.647391,0.762129,-22.7066,-19.2687
1304000,3,-5.16924,0.657927,-1.64849,-12.938
1304000,4,-19.2085,1.17816,-0.416099,-6.77856
1305000,0,0,0,0,0
1305000,1,0.291304,0.655667,-32.1642,14.1584
1305000,2,-0.785382,0.619118,-18.444,-23.3783
1305000,3,-5.17953,0.571355,-1.43157,-12.9637
1305000,4,-19.2112,1.13284,-0.400083,-6.77952
1306000,0,0,0,0,0
1306000,1,0.0646214,0.713705,-35.0521,3.04391
1306000,2,-0.892346,0.451647,-13.4538,-26.5634
1306000,3,-5.18838,0.484623,-1.21425,-12.9859
1306000,4,-19.2138,1.08752,-0.384064,-6.78045
1307000,0,0,0,0,0
1307000,1,-0.168947,0.695544,-34.2014,-8.43537
1307000,2,-0.964062,0.266335,-7.93301,-28.6988
1307000,3,-5.19577,0.397755,-0.996595,-13.0044
1307000,4,-19.2163,1.0422,-0.368044,-6.78134
1308000,0,0,0,0,0
1308000,1,-0.384403,0.602868,-29.6776,-19.0484
1308000,2,-0.997704,0.070503,-2.09939,-29.7004
1308000,3,-5.2017,0.310776,-0.778659,-13.0192
1308000,4,-19.2188,0.996864,-0.352021,-6.78219
1309000,0,0,0,0,0
1309000,1,-0.558534,0.445402,-21.9467,-27.642
1309000,2,-0.991944,-0.128113,3.81708,-29.5291
1309000,3,-5.20618,0.22371,-0.560506,-13.0304
1309000,4,-19.2211,0.951525,-0.335997,-6.783
1310000,0,0,0,0,0
1310000,1,-0.672478,0.23995,-11.8331,-33.2722
1310000,2,-0.947009,-0.321668,9.58318,-28.1914
1310000,3,-5.20919,0.136581,-0.342197,-13.038
1310000,4,-19.2232,0.906182,-0.31997,-6.78377
1311000,0,0,0,0,0
1311000,1,-0.71385,0.00860655,-0.431968,-35.3163
1311000,2,-0.864669,-0.502518,14.9715,-25.7398
1311000,3,-5.21075,0.0494136,-0.123791,-13.0419
1311000,4,-19.2253,0.860833,-0.303942,-6.78451
1312000,0,0,0,0,0
1312000,1,-0.678153,-0.223667,11.0139,-33.5483
1312000,2,-0.748172,-0.663513,19.7695,-22.2707
1312000,3,-5.21085,-0.0377675,0.0946484,-13.0421
1312000,4,-19.2273,0.81548,-0.287913,-6.78521
1313000,0,0,0,0,0
1313000,1,-0.569295,-0.431817,21.2574,-28.1663
1313000,2,-0.602111,-0.798288,23.7875,-17.9204
1313000,3,-5.20949,-0.124938,0.313062,-13.0387
1313000,4,-19.2292,0.770122,-0.271881,-6.78587
1314000,0,0,0,0,0
1314000,1,-0.39913,-0.593477,29.1911,-19.7679
1314000,2,-0.432252,-0.901507,26.8664,-12.8601
1314000,3,-5.20666,-0.212073,0.531387,-13.0316
1314000,4,-19.2309,0.72476,-0.255848,-6.7865
1315000,0,0,0,0,0
1315000,1,-0.186094,-0.691413,33.9708,-9.27606
1315000,2,-0.245302,-0.969075,28.884,-7.28916
1315000,3,-5.20238,-0.299149,0.749565,-13.0209
1315000,4,-19.2326,0.679393,-0.239814,-6.78708
1316000,0,0,0,0,0
1316000,1,0.0468712,-0.715355,35.1045,2.17022
1316000,2,-0.0486501,-0.998307,29.7596,-1.42742
1316000,3,-5.19664,-0.386142,0.967532,-13.0065
1316000,4,-19.2342,0.634023,-0.223779,-6.78763
1317000,0,0,0,0,0
1317000,1,0.274851,-0.663008,32.497,13.3452
1317000,2,0.149926,-0.988027,29.4575,4.49345
1317000,3,-5.18945,-0.473026,1.18523,-12.9885
1317000,4,-19.2356,0.58865,-0.207742,-6.78814
1318000,0,0,0,0,0
1318000,1,0.473631,-0.54019,26.4491,23.0685
1318000,2,0.342564,-0.938625,27.9886,10.2391
1318000,3,-5.1808,-0.559777,1.4026,-12.9669
1318000,4,-19.2369,0.543273,-0.191704,-6.78861
1319000,0,0,0,0,0
1319000,1,0.622223,-0.36012,17.6164,30.3257
1319000,2,0.52163,-0.85204,25.4101,15.5815
1319000,3,-5.1707,-0.646372,1.61957,-12.9416
1319000,4,-19.2382,0.497893,-0.175666,-6.78905
1320000,0,0,0,0,0
1320000,1,0.705011,-0.141958,6.93518,34.3665
1320000,2,0.680022,-0.731689,21.8233,20.3086
1320000,3,-5.15915,-0.732785,1.83609,-12.9127
1320000,4,-19.2393,0.45251,-0.159626,-6.78945
1321000,0,0,0,0,0
1321000,1,0.713311,0.0912035,-4.47443,34.7747
1321000,2,0.811451,-0.582328,17.3697,24.2322
1321000,3,-5.14615,-0.818993,2.0521,-12.8802
1321000,4,-19.2403,0.407125,-0.143585,-6.78981
1322000,0,0,0,0,0
1322000,1,0.646231,0.314724,-15.4196,31.5063
1322000,2,0.910696,-0.409871,12.2256,27.1957
1322000,3,-5.13171,-0.904972,2.26754,-12.844
1322000,4,-19.2412,0.361738,-0.127544,-6.79013
1323000,0,0,0,0,0
1323000,1,0.510773,0.504934,-24.7515,24.8943
1323000,2,0.97381,-0.221154,6.59516,29.081
1323000,3,-5.11584,-0.990697,2.48234,-12.8043
1323000,4,-19.242,0.316348,-0.111502,-6.79042
1324000,0,0,0,0,0
1324000,1,0.321149,0.641582,-31.48,15.6199
1324000,2,0.998281,-0.0236615,0.701965,29.8126
1324000,3,-5.09853,-1.07614,2.69645,-12.761
1324000,4,-19.2427,0.270957,-0.09546,-6.79066
1325000,0,0,0,0,0
1325000,1,0.0973686,0.709964,-34.876,4.64973
1325000,2,0.983131,0.17477,-5.21964,29.361
1325000,3,-5.07979,-1.16129,2.90981,-12.7141
1325000,4,-19.2433,0.225564,-0.0794172,-6.79087
1326000,0,0,0,0,0
1326000,1,-0.136793,0.702542,-34.5538,-6.85736
1326000,2,0.928961,0.366265,-10.9341,27.744
1326000,3,-5.05963,-1.24611,3.12235,-12.6636
1326000,4,-19.2437,0.18017,-0.063374,-6.79104
1327000,0,0,0,0,0
1327000,1,-0.356284,0.619843,-30.5218,-17.6683
1327000,2,0.837923,0.543223,-16.2141,25.0262
1327000,3,-5.03805,-1.33058,3.33402,-12.6096
1327000,4,-19.2441,0.134775,-0.0473306,-6.79118
1328000,0,0,0,0,0
1328000,1,-0.537463,0.470516,-23.1923,-26.6092
1328000,2,0.713632,0.698626,-20.8499,21.3159
1328000,3,-5.01506,-1.41468,3.54476,-12.552
1328000,4,-19.2444,0.0893787,-0.031287,-6.79127
1329000,0,0,0,0,0
1329000,1,-0.660711,0.270482,-13.3455,-32.6985
1329000,2,0.561028,0.826311,-24.6575,16.7609
1329000,3,-4.99066,-1.49838,3.75451,-12.491
1329000,4,-19.2445,0.0439823,-0.0152434,-6.79133
1330000,0,0,0,0,0
1330000,1,-0.712633,0.0412533,-2.04753,-35.263
1330000,2,0.386171,0.921223,-27.486,11.5427
1330000,3,-4.96487,-1.58166,3.96321,-12.4264
1330000,4,-19.2446,-0.00141444,0.000800252,-6.79135
1331000,0,0,0,0,0
1331000,1,-0.687594,-0.192432,9.4696,-34.0198
1331000,2,0.196002,0.979609,-29.2239,5.86899
1331000,3,-4.93768,-1.6645,4.17081,-12.3584
1331000,4,-19.2445,-0.0468111,0.0168437,-6.79134
1332000,0,0,0,0,0
1332000,1,-0.588353,-0.405357,19.9502,-29.1103
1332000,2,-0.00193722,0.999172,-29.8031,-0.0349175
1332000,3,-4.90911,-1.74688,4.37723,-12.2868
1332000,4,-19.2444,-0.0922076,0.032887,-6.79128
1333000,0,0,0,0,0
1333000,1,-0.425736,-0.574631,28.2599,-21.0811
1333000,2,-0.199801,0.979152,-29.2017,-5.93477
1333000,3,-4.87917,-1.82876,4.58244,-12.2119
1333000,4,-19.2441,-0.137604,0.04893,-6.79119
1334000,0,0,0,0,0
1334000,1,-0.217383,-0.682193,33.5132,-10.8167
1334000,2,-0.389755,0.92036,-27.4445,-11.5969
1334000,3,-4.84785,-1.91013,4.78637,-12.1335
1334000,4,-19.2437,-0.182999,0.0649726,-6.79106
1335000,0,0,0,0,0
1335000,1,0.0142514,-0.716738,35.1671,0.566769
1335000,2,-0.564286,0.825142,-24.6023,-16.7976
1335000,3,-4.81518,-1.99096,4.98895,-12.0517
1335000,4,-19.2432,-0.228393,0.0810146,-6.79089
1336000,0,0,0,0,0
1336000,1,0.24438,-0.674843,33.0712,11.849
1336000,2,-0.716495,0.69728,-20.7883,-21.3316
1336000,3,-4.78116,-2.07124,5.19015,-11.9665
1336000,4,-19.2426,-0.273786,0.0970561,-6.79068
1337000,0,0,0,0,0
1337000,1,0.448548,-0.561224,27.4727,21.8372
1337000,2,-0.840374,0.541845,-16.154,-25.0205
1337000,3,-4.7458,-2.15094,5.38989,-11.878
1337000,4,-19.2419,-0.319178,0.113097,-6.79044
1338000,0,0,0,0,0
1338000,1,0.605193,-0.388128,18.9806,29.4887
1338000,2,-0.931037,0.364991,-10.8829,-27.7192
1338000,3,-4.7091,-2.23003,5.58813,-11.7862
1338000,4,-19.2411,-0.364567,0.129137,-6.79016
1339000,0,0,0,0,0
1339000,1,0.697845,-0.173984,8.496,34.0119
1339000,2,-0.984912,0.173713,-5.18351,-29.3219
1339000,3,-4.67109,-2.3085,5.7848,-11.691
1339000,4,-19.2402,-0.409955,0.145176,-6.78984
1340000,0,0,0,0,0
1340000,1,0.71678,0.058539,-2.8816,34.9402
1340000,2,-0.999881,-0.0244281,0.719309,-29.7661
1340000,3,-4.63177,-2.38632,5.97986,-11.5926
1340000,4,-19.2392,-0.45534,0.161214,-6.78948
1341000,0,0,0,0,0
1341000,1,0.659983,0.284874,-13.9632,32.1756
1341000,2,-0.975361,-0.221606,6.59278,-29.0346
1341000,3,-4.59115,-2.46347,6.17325,-11.4909
1341000,4,-19.238,-0.500723,0.177252,-6.78909
1342000,0,0,0,0,0
1342000,1,0.533365,0.481063,-23.5867,25.998
1342000,2,-0.912324,-0.410034,12.2054,-27.1567
1342000,3,-4.54924,-2.53993,6.36491,-11.386
1342000,4,-19.2368,-0.546104,0.193288,-6.78866
1343000,0,0,0,0,0
1343000,1,0.350193,0.626228,-30.7319,17.042
1343000,2,-0.813262,-0.582271,17.3361,-24.2063
1343000,3,-4.50606,-2.61568,6.55479,-11.2778
1343000,4,-19.2355,-0.591481,0.209322,-6.78819
1344000,0,0,0,0,0
1344000,1,0.129779,0.704766,-34.6264,6.23918
1344000,2,-0.682085,-0.731513,21.7825,-20.2996
1344000,3,-4.46162,-2.6907,6.74284,-11.1666
1344000,4,-19.234,-0.636855,0.225356,-6.78768
1345000,0,0,0,0,0
1345000,1,-0.104476,0.708057,-34.8315,-5.27074
1345000,2,-0.52397,-0.851865,25.3693,-15.5905
1345000,3,-4.41592,-2.76496,6.92901,-11.0522
1345000,4,-19.2324,-0.682225,0.241388,-6.78713
1346000,0,0,0,0,0
1346000,1,-0.327522,0.635475,-31.2984,-16.2557
1346000,2,-0.345158,-0.938565,27.9545,-10.2642
1346000,3,-4.36899,-2.83845,7.11324,-10.9347
1346000,4,-19.2308,-0.727592,0.257419,-6.78655
1347000,0,0,0,0,0
1347000,1,-0.515344,0.494573,-24.3849,-25.5237
1347000,2,-0.152709,-0.988179,29.4358,-4.53078
1347000,3,-4.32083,-2.91114,7.29548,-10.8141
1347000,4,-19.229,-0.772954,0.273448,-6.78593
1348000,0,0,0,0,0
1348000,1,-0.647605,0.300362,-14.8252,-32.0579
1348000,2,0.0457733,-0.998733,29.7538,1.38386
1348000,3,-4.27146,-2.98301,7.47568,-10.6905
1348000,4,-19.2271,-0.818313,0.289475,-6.78527
1349000,0,0,0,0,0
1349000,1,-0.709937,0.073721,-3.65396,-35.1363
1349000,2,0.242444,-0.969795,28.8952,7.24615
1349000,3,-4.22089,-3.05405,7.65379,-10.5638
1349000,4,-19.2251,-0.863666,0.305501,-6.78458
1350000,0,0,0,0,0
1350000,1,-0.695576,-0.160886,7.9103,-34.4195
1350000,2,0.429522,-0.902493,26.893,12.8243
1350000,3,-4.16914,-3.12424,7.82976,-10.4343
1350000,4,-19.223,-0.909015,0.321524,-6.78384
1351000,0,0,0,0,0
1351000,1,-0.606128,-0.378133,18.6057,-29.9915
1351000,2,0.599598,-0.799474,23.8252,17.8972
1351000,3,-4.11622,-3.19354,8.00353,-10.3017
1351000,4,-19.2208,-0.954359,0.337546,-6.78307
1352000,0,0,0,0,0
1352000,1,-0.451372,-0.554649,27.2735,-22.3472
1352000,2,0.745932,-0.664801,19.8125,22.2637
1352000,3,-4.06215,-3.26195,8.17508,-10.1663
1352000,4,-19.2185,-0.999698,0.353566,-6.78226
1353000,0,0,0,0,0
1353000,1,-0.248114,-0.671588,32.9883,-12.3308
1353000,2,0.862716,-0.503795,15.013,25.75
1353000,3,-4.00693,-3.32945,8.34433,-10.0281
1353000,4,-19.2161,-1.04503,0.369583,-6.78141
1354000,0,0,0,0,0
1354000,1,-0.018281,-0.716636,35.1573,-1.03347
1354000,2,0.945309,-0.322824,9.61651,28.2171
1354000,3,-3.9506,-3.39601,8.51125,-9.88701
1354000,4,-19.2136,-1.09036,0.385599,-6.78053
1355000,0,0,0,0,0
1355000,1,0.213516,-0.685253,33.5755,10.332
1355000,2,0.990424,-0.129056,3.83668,29.5661
1355000,3,-3.89315,-3.46162,8.67579,-9.74315
1355000,4,-19.211,-1.13568,0.401612,-6.7796
1356000,0,0,0,0,0
1356000,1,0.422636,-0.581045,28.4366,20.5631
1356000,2,0.996258,0.0698298,-2.09713,29.7429
1356000,3,-3.83462,-3.52626,8.8379,-9.59656
1356000,4,-19.2082,-1.18099,0.417622,-6.77864
1357000,0,0,0,0,0
1357000,1,0.586987,-0.415273,20.3022,28.591
1357000,2,0.962569,0.265944,-7.94919,28.7397
1357000,3,-3.775,-3.58991,8.99754,-9.44727
1357000,4,-19.2054,-1.2263,0.43363,-6.77765
1358000,0,0,0,0,0
1358000,1,0.68929,-0.205596,10.0365,33.5852
1358000,2,0.890687,0.451505,-13.4868,26.5958
1358000,3,-3.71433,-3.65256,9.15466,-9.29533
1358000,4,-19.2024,-1.27161,0.449636,-6.77661
1359000,0,0,0,0,0
1359000,1,0.718807,0.0257922,-1.28389,35.0306
1359000,2,0.783458,0.619148,-18.4897,23.3963
1359000,3,-3.65262,-3.71418,9.30922,-9.14077
1359000,4,-19.1994,-1.3169,0.465639,-6.77554
1360000,0,0,0,0,0
1360000,1,0.67241,0.254453,-12.4769,32.7754
1360000,2,0.645136,0.762218,-22.7587,19.2683
1360000,3,-3.58988,-3.77475,9.46118,-8.98364
1360000,4,-19.1962,-1.36219,0.481639,-6.77443
1361000,0,0,0,0,0
1361000,1,0.554909,0.456198,-22.37,27.0462
1361000,2,0.481212,0.87504,-26.1244,14.376
1361000,3,-3.52614,-3.83427,9.61049,-8.82399
1361000,4,-19.1929,-1.40747,0.497636,-6.77328
1362000,0,0,0,0,0
1362000,1,0.378593,0.609576,-29.9163,18.4293
1362000,2,0.298194,0.95314,-28.4529,8.91411
1362000,3,-3.46141,-3.89272,9.75711,-8.66186
1362000,4,-19.1895,-1.45274,0.513631,-6.77209
1363000,0,0,0,0,0
1363000,1,0.162027,0.69812,-34.3016,7.81883
1363000,2,0.103345,0.993426,-29.6523,3.09988
1363000,3,-3.3957,-3.95007,9.90099,-8.49728
1363000,4,-19.1861,-1.498,0.529622,-6.77086
1364000,0,0,0,0,0
1364000,1,-0.0718195,0.712145,-35.0353,-3.66782
1364000,2,-0.0956037,0.994312,-29.6755,-2.83558
1364000,3,-3.32905,-4.00631,10.0421,-8.33032
1364000,4,-19.1825,-1.54326,0.545611,-6.7696
1365000,0,0,0,0,0
1365000,1,-0.297956,0.64987,-32.0111,-14.8028
1365000,2,-0.290763,0.955773,-28.5224,-8.65655
1365000,3,-3.26146,-4.06143,10.1804,-8.16102
1365000,4,-19.1788,-1.58851,0.561596,-6.7683
1366000,0,0,0,0,0
1366000,1,-0.492046,0.517732,-25.5309,-24.3789
1366000,2,-0.474399,0.879353,-26.2396,-14.1322
1366000,3,-3.19295,-4.11541,10.3159,-7.98942
1366000,4,-19.1749,-1.63374,0.577577,-6.76697
