Step,Body,PosX,PosY,VelX,VelY
639000,4,1.15511,19.1962,-6.78425,0.412458
640000,0,0,0,0,0
640000,1,-0.661642,0.26739,-13.2062,-32.7705
640000,2,-0.311638,0.948962,-28.3291,-9.28879
640000,3,-1.37211,-5.02244,12.5957,-3.42718
640000,4,1.10976,19.1989,-6.78519,0.396437
641000,0,0,0,0,0
641000,1,-0.712554,0.0378422,-1.88714,-35.2847
641000,2,-0.493572,0.868467,-25.9251,-14.7151
641000,3,-1.28772,-5.04465,12.6516,-3.21562
641000,4,1.0644,19.2015,-6.7861,0.380414
642000,0,0,0,0,0
642000,1,-0.686425,-0.1958,9.63174,-33.9846
642000,2,-0.655939,0.753542,-22.4943,-19.5564
642000,3,-1.20298,-5.06543,12.7039,-3.00314
642000,4,1.01903,19.204,-6.78697,0.364389
643000,0,0,0,0,0
643000,1,-0.586154,-0.408302,20.0925,-29.0199
643000,2,-0.792312,0.608751,-18.1735,-23.621
643000,3,-1.11789,-5.08479,12.7527,-2.78981
643000,4,0.973663,19.2063,-6.7878,0.348363
644000,0,0,0,0,0
644000,1,-0.422708,-0.576813,28.3627,-20.946
644000,2,-0.897298,0.439844,-13.1345,-26.7485
644000,3,-1.0325,-5.10273,12.7979,-2.57569
644000,4,0.928287,19.2086,-6.7886,0.332334
645000,0,0,0,0,0
645000,1,-0.213841,-0.683371,33.5625,-10.6548
645000,2,-0.966752,0.253517,-7.57757,-28.8157
645000,3,-0.946807,-5.11923,12.8395,-2.36083
645000,4,0.882906,19.2108,-6.78935,0.316303
646000,0,0,0,0,0
646000,1,0.0179266,-0.716805,35.1573,0.733616
646000,2,-0.997938,0.0571528,-1.723,-29.7417
646000,3,-0.860853,-5.13429,12.8775,-2.14529
646000,4,0.837521,19.2128,-6.79007,0.300271
647000,0,0,0,0,0
647000,1,0.2478,-0.67384,33.0058,11.999
647000,2,-0.989639,-0.141474,4.19746,-29.4908
647000,3,-0.774656,-5.14791,12.9119,-1.92914
647000,4,0.79213,19.2148,-6.79075,0.284237
648000,0,0,0,0,0
648000,1,0.451376,-0.559325,27.3633,21.9526
648000,2,-0.942198,-0.334508,9.94978,-28.0738
648000,3,-0.688242,-5.16008,12.9426,-1.71244
648000,4,0.746735,19.2166,-6.79139,0.268202
649000,0,0,0,0,0
649000,1,0.607187,-0.385606,18.8436,29.5584
649000,2,-0.857503,-0.514317,15.3069,-25.5474
649000,3,-0.601635,-5.1708,12.9697,-1.49524
649000,4,0.701336,19.2184,-6.792,0.252165
650000,0,0,0,0,0
650000,1,0.698881,-0.171162,8.34923,34.0322
650000,2,-0.738913,-0.6738,20.0576,-22.0121
650000,3,-0.514858,-5.18007,12.9932,-1.27761
650000,4,0.655933,19.22,-6.79256,0.236127
651000,0,0,0,0,0
651000,1,0.716847,0.0613393,-3.02195,34.914
651000,2,-0.591123,-0.806657,24.0148,-17.6077
651000,3,-0.427937,-5.18788,13.013,-1.05961
651000,4,0.610527,19.2215,-6.79309,0.220087
652000,0,0,0,0,0
652000,1,0.65917,0.287362,-14.0846,32.1099
652000,2,-0.419978,-0.907646,27.0225,-12.5084
652000,3,-0.340895,-5.19423,13.0292,-0.841304
652000,4,0.565117,19.2229,-6.79358,0.204047
653000,0,0,0,0,0
653000,1,0.531829,0.483005,-23.6806,25.9018
653000,2,-0.232242,-0.972781,28.9626,-6.91547
653000,3,-0.253758,-5.19912,13.0417,-0.622747
653000,4,0.519703,19.2243,-6.79403,0.188005
654000,0,0,0,0,0
654000,1,0.348136,0.62745,-30.7931,16.9244
654000,2,-0.0353309,-0.99949,29.7584,-1.04943
654000,3,-0.166549,-5.20256,13.0505,-0.404004
654000,4,0.474287,19.2255,-6.79445,0.171963
655000,0,0,0,0,0
655000,1,0.127433,0.705156,-34.6513,6.10906
655000,2,0.162975,-0.986718,29.3787,4.85835
655000,3,-0.0792937,-5.20453,13.0557,-0.185136
655000,4,0.428869,19.2266,-6.79483,0.155919
656000,0,0,0,0,0
656000,1,-0.106861,0.707559,-34.8176,-5.40439
656000,2,0.354843,-0.934965,27.8382,10.5749
656000,3,0.00798412,-5.20503,13.0572,0.0337962
656000,4,0.383447,19.2275,-6.79516,0.139875
657000,0,0,0,0,0
657000,1,-0.329681,0.6341,-31.2444,-16.3827
657000,2,0.532689,-0.846272,25.1974,15.8745
657000,3,0.0952597,-5.20407,13.055,0.25273
657000,4,0.338024,19.2284,-6.79547,0.12383
658000,0,0,0,0,0
658000,1,-0.517008,0.492405,-24.2915,-25.6319
658000,2,0.689483,-0.724136,21.5599,20.548
658000,3,0.182509,-5.20165,13.0492,0.471605
658000,4,0.292599,19.2292,-6.79573,0.107785
659000,0,0,0,0,0
659000,1,-0.648525,0.29757,-14.6974,-32.134
659000,2,0.819019,-0.573376,17.0691,24.4104
659000,3,0.269706,-5.19777,13.0397,0.690358
659000,4,0.247172,19.2299,-6.79595,0.0917384
660000,0,0,0,0,0
660000,1,-0.709916,0.070563,-3.50243,-35.1679
660000,2,0.916169,-0.399945,11.9016,27.3087
660000,3,0.356828,-5.19242,13.0265,0.908929
660000,4,0.201744,19.2304,-6.79614,0.0756919
661000,0,0,0,0,0
661000,1,-0.694507,-0.16408,8.06927,-34.3978
661000,2,0.977078,-0.210695,6.26149,29.1275
661000,3,0.443849,-5.18562,13.0097,1.12726
661000,4,0.156315,19.2309,-6.79629,0.059645
662000,0,0,0,0,0
662000,1,-0.604027,-0.380996,18.752,-29.9146
662000,2,0.999321,-0.0131095,0.371381,29.7943
662000,3,0.530745,-5.17735,12.9892,1.34528
662000,4,0.110885,19.2312,-6.7964,0.0435978
663000,0,0,0,0,0
663000,1,-0.448393,-0.556831,27.3865,-22.222
663000,2,0.982005,0.184993,-5.53571,29.2816
663000,3,0.617493,-5.16763,12.965,1.56293
663000,4,0.065454,19.2315,-6.79647,0.0275505
664000,0,0,0,0,0
664000,1,-0.24454,-0.672811,33.0514,-12.1724
664000,2,0.925799,0.375767,-11.2258,27.6089
664000,3,0.704066,-5.15646,12.9372,1.78016
664000,4,0.0200229,19.2316,-6.79651,0.0115031
665000,0,0,0,0,0
665000,1,-0.0144812,-0.716747,35.161,-0.86292
665000,2,0.832915,0.551653,-16.4731,24.8416
665000,3,0.790442,-5.14384,12.9057,1.99689
665000,4,-0.0254084,19.2316,-6.79651,-0.00454436
666000,0,0,0,0,0
666000,1,0.21714,-0.684249,33.5199,10.4915
666000,2,0.707023,0.705675,-21.0692,21.0887
666000,3,0.876595,-5.12977,12.8707,2.21308
666000,4,-0.0708395,19.2315,-6.79647,-0.0205917
667000,0,0,0,0,0
667000,1,0.425713,-0.579071,28.331,20.6908
667000,2,0.553102,0.83172,-24.8313,16.4986
667000,3,0.962501,-5.11425,12.832,2.42866
667000,4,-0.11627,19.2313,-6.79639,-0.0366388
668000,0,0,0,0,0
668000,1,0.589236,-0.412593,20.1629,28.6724
668000,2,0.377248,0.924783,-27.6095,11.2532
668000,3,1.04814,-5.0973,12.7896,2.64356
668000,4,-0.1617,19.231,-6.79627,-0.0526857
669000,0,0,0,0,0
669000,1,0.69055,-0.202548,9.88315,33.6137
669000,2,0.186433,0.981166,-29.2931,5.56038
669000,3,1.13348,-5.07891,12.7437,2.85773
669000,4,-0.207129,19.2306,-6.79612,-0.0687322
670000,0,0,0,0,0
670000,1,0.719048,0.0288563,-1.43232,35.0077
670000,2,-0.0117777,0.998626,-29.8147,-0.353594
670000,3,1.2185,-5.05909,12.6942,3.07111
670000,4,-0.252557,19.2301,-6.79593,-0.0847783
671000,0,0,0,0,0
671000,1,0.67172,0.257213,-12.6051,32.7089
671000,2,-0.209521,0.976469,-29.1536,-6.25377
671000,3,1.30318,-5.03786,12.6412,3.28363
671000,4,-0.297984,19.2295,-6.7957,-0.100824
672000,0,0,0,0,0
672000,1,0.553459,0.458398,-22.4678,26.9471
672000,2,-0.398952,0.915574,-27.336,-11.9057
672000,3,1.38749,-5.0152,12.5845,3.49524
672000,4,-0.343409,19.2288,-6.79543,-0.116869
673000,0,0,0,0,0
673000,1,0.376606,0.611037,-29.9784,18.3091
673000,2,-0.572557,0.818358,-24.4343,-17.0847
673000,3,1.47141,-4.99113,12.5243,3.70588
673000,4,-0.388832,19.2279,-6.79512,-0.132913
674000,0,0,0,0,0
674000,1,0.15975,0.698737,-34.3262,7.68807
674000,2,-0.723452,0.688682,-20.564,-21.5853
674000,3,1.55492,-4.96566,12.4606,3.91548
674000,4,-0.434253,19.227,-6.79478,-0.148956
675000,0,0,0,0,0
675000,1,-0.0741344,0.711877,-35.0221,-3.80019
675000,2,-0.845659,0.531696,-15.8792,-25.229
675000,3,1.63799,-4.93879,12.3934,4.124
675000,4,-0.479671,19.226,-6.7944,-0.164999
676000,0,0,0,0,0
676000,1,-0.300057,0.648736,-31.9604,-14.9282
676000,2,-0.93434,0.35363,-10.5663,-27.8716
676000,3,1.7206,-4.91053,12.3227,4.33136
676000,4,-0.525087,19.2248,-6.79398,-0.18104
677000,0,0,0,0,0
677000,1,-0.493685,0.51581,-25.4435,-24.4877
677000,2,-0.985989,0.161547,-4.83643,-29.4089
677000,3,1.80273,-4.88088,12.2485,4.53751
677000,4,-0.570499,19.2235,-6.79352,-0.197081
678000,0,0,0,0,0
678000,1,-0.634023,0.32722,-16.1601,-31.427
678000,2,-0.998575,-0.0369376,1.08302,-29.7808
678000,3,1.88434,-4.84987,12.1709,4.7424
678000,4,-0.615909,19.2222,-6.79302,-0.21312
679000,0,0,0,0,0
679000,1,-0.705787,0.103246,-5.11459,-34.9757
679000,2,-0.971611,-0.23396,6.95742,-28.9732
679000,3,1.96543,-4.81748,12.0898,4.94596
679000,4,-0.661315,19.2207,-6.79249,-0.229158
680000,0,0,0,0,0
680000,1,-0.70116,-0.131905,6.48489,-34.7399
680000,2,-0.90618,-0.421722,12.5543,-27.0191
680000,3,2.04596,-4.78375,12.0053,5.14814
680000,4,-0.706718,19.2191,-6.79192,-0.245194
681000,0,0,0,0,0
681000,1,-0.620694,-0.352796,17.3678,-30.7504
681000,2,-0.804886,-0.592794,17.6524,-23.9966
681000,3,2.12592,-4.74866,11.9175,5.34889
681000,4,-0.752116,19.2174,-6.79131,-0.26123
682000,0,0,0,0,0
682000,1,-0.473222,-0.535617,26.3503,-23.457
682000,2,-0.671748,-0.740416,22.0506,-20.0259
682000,3,2.20528,-4.71224,11.8263,5.54813
682000,4,-0.79751,19.2156,-6.79066,-0.277263
683000,0,0,0,0,0
683000,1,-0.274819,-0.660818,32.4707,-13.6707
683000,2,-0.51204,-0.858756,25.5756,-15.2645
683000,3,2.28402,-4.67449,11.7317,5.74582
683000,4,-0.8429,19.2137,-6.78998,-0.293295
684000,0,0,0,0,0
684000,1,-0.0469454,-0.715204,35.0928,-2.46348
684000,2,-0.332086,-0.943143,28.0886,-9.9009
684000,3,2.36212,-4.63543,11.6339,5.9419
684000,4,-0.888285,19.2117,-6.78925,-0.309326
685000,0,0,0,0,0
685000,1,0.185956,-0.693276,33.9671,8.95745
685000,2,-0.139003,-0.99025,29.4908,-4.14711
685000,3,2.43955,-4.59506,11.5327,6.13632
685000,4,-0.933666,19.2096,-6.78849,-0.325354
686000,0,0,0,0,0
686000,1,0.399116,-0.597681,29.2436,19.3825
686000,2,0.0595759,-0.998222,29.7274,1.7697
686000,3,2.51629,-4.5534,11.4284,6.32903
686000,4,-0.979041,19.2073,-6.78769,-0.341381
687000,0,0,0,0,0
687000,1,0.570037,-0.43881,21.4445,27.7246
687000,2,0.255802,-0.966748,28.7892,7.61603
687000,3,2.59232,-4.51045,11.3207,6.51995
687000,4,-1.02441,19.205,-6.78686,-0.357406
688000,0,0,0,0,0
688000,1,0.680789,-0.233611,11.4009,33.1242
688000,2,0.441921,-0.897075,26.7135,13.1612
688000,3,2.66763,-4.46624,11.2099,6.70905
688000,4,-1.06977,19.2026,-6.78598,-0.373428
689000,0,0,0,0,0
689000,1,0.71979,-0.00378794,0.164745,35.0285
689000,2,0.610579,-0.791956,23.5821,18.1865
689000,3,2.74218,-4.42076,11.096,6.89627
689000,4,-1.11513,19.2,-6.78507,-0.389449
690000,0,0,0,0,0
690000,1,0.68294,0.22643,-11.0948,33.2407
690000,2,0.755109,-0.655544,19.5185,22.4934
690000,3,2.81596,-4.37404,10.9789,7.08156
690000,4,-1.16048,19.1973,-6.78412,-0.405467
691000,0,0,0,0,0
691000,1,0.574036,0.432749,-21.2037,27.9383
691000,2,0.869798,-0.493225,14.6828,25.9119
691000,3,2.88895,-4.32609,10.8587,7.26485
691000,4,-1.20583,19.1946,-6.78313,-0.421483
692000,0,0,0,0,0
692000,1,0.40442,0.59328,-29.0971,19.6592
692000,2,0.950107,-0.311412,9.26584,28.3067
692000,3,2.96113,-4.27692,10.7354,7.44611
692000,4,-1.25117,19.1917,-6.7821,-0.437497
693000,0,0,0,0,0
693000,1,0.191888,0.690821,-33.9264,9.25612
693000,2,0.992853,-0.117289,3.48123,29.5828
693000,3,3.03247,-4.22655,10.6091,7.62528
693000,4,-1.2965,19.1887,-6.78104,-0.453508
694000,0,0,0,0,0
694000,1,-0.0410828,0.71471,-35.152,-2.1817
694000,2,0.996337,0.0814709,-2.44262,29.6892
694000,3,3.10295,-4.17499,10.4799,7.80231
694000,4,-1.34182,19.1857,-6.77994,-0.469516
695000,0,0,0,0,0
695000,1,-0.269635,0.662064,-32.6107,-13.4356
695000,2,0.960409,0.277006,-8.27158,28.6211
695000,3,3.17257,-4.12225,10.3476,7.97715
695000,4,-1.38714,19.1825,-6.7788,-0.485522
696000,0,0,0,0,0
696000,1,-0.469174,0.538227,-26.5461,-23.2861
696000,2,0.88648,0.461578,-13.775,26.4199
696000,3,3.24128,-4.06835,10.2125,8.14975
696000,4,-1.43245,19.1792,-6.77762,-0.501525
697000,0,0,0,0,0
697000,1,-0.618072,0.356313,-17.5947,-30.6499
697000,2,0.777463,0.627878,-18.735,23.1722
697000,3,3.30909,-4.0133,10.0744,8.32006
697000,4,-1.47775,19.1758,-6.77641,-0.517526
698000,0,0,0,0,0
698000,1,-0.700102,0.13586,-6.72291,-34.7088
698000,2,0.637664,0.769317,-22.9546,19.0057
698000,3,3.37596,-3.95712,9.93354,8.48804
698000,4,-1.52304,19.1722,-6.77515,-0.533523
699000,0,0,0,0,0
699000,1,-0.706313,-0.0993053,4.88061,-35.0107
699000,2,0.472609,0.880283,-26.2663,14.085
699000,3,3.44188,-3.89983,9.78985,8.65362
699000,4,-1.56833,19.1686,-6.77386,-0.549517
700000,0,0,0,0,0
700000,1,-0.636064,-0.323726,15.9431,-31.5253
700000,2,0.288831,0.956371,-28.5381,8.6048
700000,3,3.50684,-3.84143,9.6434,8.81678
700000,4,-1.6136,19.1649,-6.77253,-0.565508
701000,0,0,0,0,0
701000,1,-0.49708,-0.513178,25.258,-24.6471
701000,2,0.0936065,0.994556,-29.6794,2.78206
701000,3,3.5708,-3.78196,9.49422,8.97746
701000,4,-1.65887,19.1611,-6.77117,-0.581496
702000,0,0,0,0,0
702000,1,-0.304538,-0.647362,31.8243,-15.1434
702000,2,-0.105327,0.993315,-29.6443,-3.15227
702000,3,3.63376,-3.72142,9.34237,9.13561
702000,4,-1.70412,19.1571,-6.76976,-0.597481
703000,0,0,0,0,0
703000,1,-0.0793029,-0.712096,34.9558,-4.05882
703000,2,-0.300085,0.95269,-28.4337,-8.96265
703000,3,3.69569,-3.65983,9.18787,9.2912
703000,4,-1.74937,19.1531,-6.76832,-0.613462
704000,0,0,0,0,0
704000,1,0.154423,-0.700769,34.3477,7.40862
704000,2,-0.482941,0.874285,-26.0954,-14.4183
704000,3,3.75659,-3.59721,9.03078,9.44417
704000,4,-1.79461,19.1489,-6.76684,-0.62944
705000,0,0,0,0,0
705000,1,0.371746,-0.614919,30.0971,18.0411
705000,2,-0.646644,0.761207,-22.722,-19.3025
705000,3,3.81642,-3.53358,8.87115,9.59449
705000,4,-1.83984,19.1447,-6.76532,-0.645414
706000,0,0,0,0,0
706000,1,0.549709,-0.46393,22.6791,26.7278
706000,2,-0.784701,0.617939,-18.4475,-23.4211
706000,3,3.87518,-3.46895,8.709,9.74211
706000,4,-1.88506,19.1403,-6.76377,-0.661384
707000,0,0,0,0,0
707000,1,0.669636,-0.263949,12.8876,32.5733
707000,2,-0.891636,0.450163,-13.4416,-26.6107
707000,3,3.93284,-3.40334,8.5444,9.88699
707000,4,-1.93026,19.1358,-6.76217,-0.677351
708000,0,0,0,0,0
708000,1,0.718995,-0.0361466,1.75044,34.9802
708000,2,-0.963213,0.264536,-7.90335,-28.7447
708000,3,3.9894,-3.33678,8.37738,10.0291
708000,4,-1.97546,19.1312,-6.76054,-0.693314
709000,0,0,0,0,0
709000,1,0.69262,0.195461,-9.57368,33.7016
709000,2,-0.996599,0.0684192,-2.05268,-29.7388
709000,3,4.04484,-3.26927,8.20799,10.1684
709000,4,-2.02064,19.1265,-6.75888,-0.709273
710000,0,0,0,0,0
710000,1,0.593222,0.406452,-19.906,28.8639
710000,2,-0.990477,-0.130411,3.87807,-29.5539
710000,3,4.09913,-3.20084,8.03629,10.3048
710000,4,-2.06582,19.1218,-6.75717,-0.725228
711000,0,0,0,0,0
711000,1,0.43114,0.574479,-28.1612,20.9569
711000,2,-0.945099,-0.324073,9.65363,-28.1979
711000,3,4.15227,-3.13151,7.86232,10.4383
711000,4,-2.11098,19.1169,-6.75542,-0.741179
712000,0,0,0,0,0
712000,1,0.223353,0.681576,-33.456,10.7923
712000,2,-0.862275,-0.504896,15.0451,-25.7252
712000,3,4.20424,-3.0613,7.68612,10.5689
712000,4,-2.15613,19.1118,-6.75364,-0.757126
713000,0,0,0,0,0
713000,1,-0.00820015,0.716083,-35.2033,-0.569339
713000,2,-0.745295,-0.665722,19.8391,-22.2345
713000,3,4.25502,-2.99023,7.50775,10.6965
713000,4,-2.20127,19.1067,-6.75182,-0.773068
714000,0,0,0,0,0
714000,1,-0.238856,0.673984,-33.1841,-11.9215
714000,2,-0.598802,-0.800188,23.8461,-17.8647
714000,3,4.3046,-2.91831,7.32727,10.821
714000,4,-2.2464,19.1015,-6.74997,-0.789006
715000,0,0,0,0,0
715000,1,-0.443829,0.559468,-27.5838,-22.0372
715000,2,-0.428606,-0.90298,26.9081,-12.7892
715000,3,4.35297,-2.84557,7.14471,10.9426
715000,4,-2.29151,19.0962,-6.74807,-0.80494
716000,0,0,0,0,0
716000,1,-0.600917,0.384616,-18.9853,-29.8061
716000,2,-0.241446,-0.97004,28.9045,-7.2092
716000,3,4.40012,-2.77202,6.96013,11.061
716000,4,-2.33661,19.0907,-6.74614,-0.820869
717000,0,0,0,0,0
717000,1,-0.693005,0.168171,-8.3133,-34.3648
717000,2,-0.0447338,-0.998727,29.7571,-1.34568
717000,3,4.44602,-2.6977,6.77358,11.1764
717000,4,-2.3817,19.0852,-6.74417,-0.836794
718000,0,0,0,0,0
718000,1,-0.710027,-0.0664876,3.26658,-35.2042
718000,2,0.15375,-0.987915,29.4327,4.56955
718000,3,4.49067,-2.62261,6.58512,11.2886
718000,4,-2.42677,19.0796,-6.74216,-0.852713
719000,0,0,0,0,0
719000,1,-0.650146,-0.293949,14.4835,-32.2324
719000,2,0.346156,-0.938043,27.9448,10.3028
719000,3,4.53405,-2.54679,6.3948,11.3976
719000,4,-2.47183,19.0738,-6.74012,-0.868628
720000,0,0,0,0,0
720000,1,-0.519953,-0.489632,24.1112,-25.7864
720000,2,0.52488,-0.851088,25.3526,15.6278
720000,3,4.57615,-2.47025,6.20267,11.5034
720000,4,-2.51688,19.0679,-6.73803,-0.884538
721000,0,0,0,0,0
721000,1,-0.333682,-0.632529,31.1111,-16.5869
721000,2,0.682859,-0.730494,21.7587,20.3345
721000,3,4.61697,-2.39301,6.00879,11.606
721000,4,-2.56192,19.062,-6.73591,-0.900443
722000,0,0,0,0,0
722000,1,-0.111552,-0.707494,34.7473,-5.6484
722000,2,0.813853,-0.58103,17.3051,24.2372
722000,3,4.65648,-2.31509,5.81321,11.7053
722000,4,-2.60693,19.0559,-6.73375,-0.916344
723000,0,0,0,0,0
723000,1,0.122527,-0.706808,34.6599,5.84285
723000,2,0.912685,-0.408605,12.1677,27.1818
723000,3,4.69468,-2.23653,5.61598,11.8013
723000,4,-2.65194,19.0497,-6.73156,-0.932238
724000,0,0,0,0,0
724000,1,0.343584,-0.630884,30.8914,16.6626
724000,2,0.97545,-0.220033,6.54938,29.0524
724000,3,4.73156,-2.15733,5.41717,11.8939
724000,4,-2.69693,19.0434,-6.72933,-0.948128
725000,0,0,0,0,0
725000,1,0.528239,-0.488082,23.869,25.6779
725000,2,0.999665,-0.0227661,0.671719,29.7747
725000,3,4.7671,-2.07752,5.21683,11.9833
725000,4,-2.7419,19.0371,-6.72705,-0.964012
726000,0,0,0,0,0
726000,1,0.657103,-0.293713,14.3483,31.9583
726000,2,0.984369,0.175399,-5.23326,29.3203
726000,3,4.8013,-1.99713,5.01501,12.0692
726000,4,-2.78686,19.0306,-6.72475,-0.979891
727000,0,0,0,0,0
727000,1,0.716716,-0.0683815,3.33109,34.8623
727000,2,0.930161,0.36663,-10.9324,27.7065
727000,3,4.83414,-1.91618,4.81177,12.1518
727000,4,-2.83181,19.024,-6.7224,-0.995765
728000,0,0,0,0,0
728000,1,0.700856,0.164151,-8.03549,34.0942
728000,2,0.839177,0.543362,-16.2004,24.9967
728000,3,4.86562,-1.83468,4.60718,12.2309
728000,4,-2.87673,19.0172,-6.72002,-1.01163
729000,0,0,0,0,0
729000,1,0.61115,0.379381,-18.5697,29.7293
729000,2,0.715005,0.698603,-20.829,21.2976
729000,3,4.89573,-1.75267,4.40128,12.3065
729000,4,-2.92165,19.0104,-6.7176,-1.02749
730000,0,0,0,0,0
730000,1,0.456925,0.554547,-27.1681,22.2093
730000,2,0.562549,0.826206,-24.6349,16.7546
730000,3,4.92446,-1.67016,4.19413,12.3787
730000,4,-2.96654,19.0035,-6.71514,-1.04335
731000,0,0,0,0,0
731000,1,0.254315,0.670963,-32.9149,12.3042
731000,2,0.387834,0.921113,-27.467,11.5472
731000,3,4.9518,-1.58719,3.9858,12.4474
731000,4,-3.01142,18.9965,-6.71264,-1.0592
732000,0,0,0,0,0
732000,1,0.0246748,0.71601,-35.1781,1.04417
732000,2,0.197768,0.979557,-29.2126,5.88092
732000,3,4.97775,-1.50376,3.77635,12.5127
732000,4,-3.05628,18.9894,-6.71011,-1.07505
733000,0,0,0,0,0
733000,1,-0.20758,0.684555,-33.6845,-10.3794
733000,2,-0.000128439,0.999211,-29.8018,-0.0200672
733000,3,5.00229,-1.41991,3.56582,12.5743
733000,4,-3.10113,18.9821,-6.70754,-1.09088
734000,0,0,0,0,0
734000,1,-0.417536,0.579633,-28.5617,-20.7359
734000,2,-0.198018,0.979286,-29.2106,-5.92213
734000,3,5.02542,-1.33566,3.35429,12.6325
734000,4,-3.14595,18.9748,-6.70493,-1.10672
735000,0,0,0,0,0
735000,1,-0.582484,0.412258,-20.3377,-28.8915
735000,2,-0.388061,0.920558,-27.4616,-11.5913
735000,3,5.04713,-1.25104,3.14181,12.687
735000,4,-3.19076,18.9673,-6.70228,-1.12254
736000,0,0,0,0,0
736000,1,-0.684462,0.20033,-9.89274,-33.941
736000,2,-0.562722,0.825344,-24.6236,-16.8025
736000,3,5.06742,-1.16606,2.92844,12.738
736000,4,-3.23556,18.9598,-6.6996,-1.13836
737000,0,0,0,0,0
737000,1,-0.712318,-0.0332879,1.63507,-35.3195
737000,2,-0.715073,0.69741,-20.8086,-21.3486
737000,3,5.08628,-1.08075,2.71425,12.7854
737000,4,-3.28033,18.9521,-6.69688,-1.15418
738000,0,0,0,0,0
738000,1,-0.66301,-0.263301,12.981,-32.8732
738000,2,-0.839069,0.541822,-16.1678,-25.049
738000,3,5.1037,-0.99514,2.49928,12.8292
738000,4,-3.32509,18.9443,-6.69412,-1.16998
739000,0,0,0,0,0
739000,1,-0.541962,-0.464833,22.9027,-26.8788
739000,2,-0.929788,0.364745,-10.8851,-27.7564
739000,3,5.11969,-0.909247,2.28361,12.8694
739000,4,-3.36983,18.9365,-6.69133,-1.18578
740000,0,0,0,0,0
740000,1,-0.362413,-0.61621,30.326,-18.0074
740000,2,-0.983629,0.173202,-5.17044,-29.3631
740000,3,5.13423,-0.823098,2.06729,12.9059
740000,4,-3.41454,18.9285,-6.68849,-1.20158
741000,0,0,0,0,0
741000,1,-0.143878,-0.701334,34.4655,-7.23954
741000,2,-0.998454,-0.0252108,0.749332,-29.8051
741000,3,5.14732,-0.736716,1.85039,12.9388
741000,4,-3.45924,18.9204,-6.68562,-1.21737
742000,0,0,0,0,0
742000,1,0.0900803,-0.711376,34.9048,4.25316
742000,2,-0.973678,-0.222624,6.63901,-29.065
742000,3,5.15897,-0.650127,1.63297,12.9681
742000,4,-3.50392,18.9122,-6.68272,-1.23315
743000,0,0,0,0,0
743000,1,0.314459,-0.645602,31.6305,15.2419
743000,2,-0.910286,-0.411209,12.2647,-27.1724
743000,3,5.16915,-0.563354,1.41508,12.9937
743000,4,-3.54858,18.9039,-6.67977,-1.24892
744000,0,0,0,0,0
744000,1,0.505488,-0.511316,25.0194,24.5723
744000,2,-0.810799,-0.583489,17.403,-24.2028
744000,3,5.17788,-0.476423,1.1968,13.0156
744000,4,-3.59323,18.8955,-6.67679,-1.26469
745000,0,0,0,0,0
745000,1,0.643085,-0.322962,15.7875,31.2792
745000,2,-0.679167,-0.732637,21.8504,-20.2745
745000,3,5.18515,-0.389357,0.978173,13.0339
745000,4,-3.63785,18.887,-6.67377,-1.28044
746000,0,0,0,0,0
746000,1,0.712871,-0.100543,4.90954,34.6772
746000,2,-0.520616,-0.852749,25.4306,-15.5439
746000,3,5.19096,-0.302181,0.759272,13.0485
746000,4,-3.68245,18.8784,-6.67071,-1.2962
747000,0,0,0,0,0
747000,1,0.707577,0.132468,-6.48004,34.4211
747000,2,-0.341436,-0.939073,28.0023,-10.1989
747000,3,5.1953,-0.21492,0.540157,13.0594
747000,4,-3.72703,18.8697,-6.66762,-1.31194
748000,0,0,0,0,0
748000,1,0.627742,0.351519,-17.1974,30.5359
748000,2,-0.14873,-0.988201,29.4642,-4.45178
748000,3,5.19818,-0.127599,0.32089,13.0666
748000,4,-3.77159,18.8608,-6.66449,-1.32768
749000,0,0,0,0,0
749000,1,0.481672,0.533467,-26.1224,23.415
749000,2,0.049867,-0.9982,29.7591,1.46965
749000,3,5.19959,-0.0402411,0.101532,13.0702
749000,4,-3.81612,18.8519,-6.66132,-1.34341
750000,0,0,0,0,0
750000,1,0.284636,0.658946,-32.3084,13.7865
750000,2,0.246492,-0.968687,28.8763,7.33093
750000,3,5.19954,0.0471278,-0.117854,13.07
750000,4,-3.86064,18.8429,-6.65812,-1.35913
751000,0,0,0,0,0
751000,1,0.057375,0.714404,-35.0802,2.64927
751000,2,0.433365,-0.900844,26.8512,12.9003
751000,3,5.19802,0.134483,-0.337206,13.0662
751000,4,-3.90514,18.8337,-6.65487,-1.37485
752000,0,0,0,0,0
752000,1,-0.175988,0.693615,-34.1121,-8.8223
752000,2,0.603098,-0.797366,23.7649,17.9577
752000,3,5.19503,0.221801,-0.556463,13.0587
752000,4,-3.94961,18.8245,-6.65159,-1.39055
753000,0,0,0,0,0
753000,1,-0.390463,0.598464,-29.4746,-19.3967
753000,2,0.748982,-0.662355,19.7397,22.3037
753000,3,5.19058,0.309056,-0.775562,13.0475
753000,4,-3.99406,18.8152,-6.64828,-1.40625
754000,0,0,0,0,0
754000,1,-0.562884,0.438888,-21.6404,-27.9194
754000,2,0.865258,-0.501157,14.9351,25.7671
754000,3,5.18466,0.396224,-0.994441,13.0326
754000,4,-4.03849,18.8057,-6.64492,-1.42195
755000,0,0,0,0,0
755000,1,-0.67449,0.23191,-11.444,-33.4461
